TIME_PERIOD,OBS_VALUE,indic,geo
2012-03-01,-52.4,Assessment of order-book levels - industry,Greece
2012-06-01,-50.9,Assessment of order-book levels - industry,Greece
2012-09-01,-47.2,Assessment of order-book levels - industry,Greece
2012-12-01,-37.5,Assessment of order-book levels - industry,Greece
2013-03-01,-44.3,Assessment of order-book levels - industry,Greece
2013-06-01,-36.1,Assessment of order-book levels - industry,Greece
2013-09-01,-22.7,Assessment of order-book levels - industry,Greece
2013-12-01,-33.2,Assessment of order-book levels - industry,Greece
2014-03-01,-28.8,Assessment of order-book levels - industry,Greece
2014-06-01,-21.8,Assessment of order-book levels - industry,Greece
2014-09-01,-24.0,Assessment of order-book levels - industry,Greece
2014-12-01,-15.9,Assessment of order-book levels - industry,Greece
2015-03-01,-34.6,Assessment of order-book levels - industry,Greece
2015-06-01,-33.1,Assessment of order-book levels - industry,Greece
2015-09-01,-45.8,Assessment of order-book levels - industry,Greece
2015-12-01,-26.5,Assessment of order-book levels - industry,Greece
2016-03-01,-27.3,Assessment of order-book levels - industry,Greece
2016-06-01,-17.0,Assessment of order-book levels - industry,Greece
2016-09-01,-14.0,Assessment of order-book levels - industry,Greece
2016-12-01,-19.7,Assessment of order-book levels - industry,Greece
2017-03-01,-25.1,Assessment of order-book levels - industry,Greece
2017-06-01,-24.5,Assessment of order-book levels - industry,Greece
2017-09-01,-10.6,Assessment of order-book levels - industry,Greece
2017-12-01,-11.6,Assessment of order-book levels - industry,Greece
2018-03-01,-17.3,Assessment of order-book levels - industry,Greece
2018-06-01,-19.2,Assessment of order-book levels - industry,Greece
2018-09-01,-8.7,Assessment of order-book levels - industry,Greece
2018-12-01,-17.4,Assessment of order-book levels - industry,Greece
2019-03-01,-18.2,Assessment of order-book levels - industry,Greece
2019-06-01,-12.8,Assessment of order-book levels - industry,Greece
2019-09-01,-8.9,Assessment of order-book levels - industry,Greece
2019-12-01,-7.1,Assessment of order-book levels - industry,Greece
2020-03-01,-8.5,Assessment of order-book levels - industry,Greece
2020-06-01,-47.4,Assessment of order-book levels - industry,Greece
2020-09-01,-38.4,Assessment of order-book levels - industry,Greece
2010-06-01,-34.0,Assessment of order-book levels - industry,Spain
2010-09-01,-31.5,Assessment of order-book levels - industry,Spain
2010-12-01,-22.8,Assessment of order-book levels - industry,Spain
2011-03-01,-28.0,Assessment of order-book levels - industry,Spain
2011-06-01,-24.4,Assessment of order-book levels - industry,Spain
2011-09-01,-30.9,Assessment of order-book levels - industry,Spain
2011-12-01,-37.7,Assessment of order-book levels - industry,Spain
2012-03-01,-33.9,Assessment of order-book levels - industry,Spain
2012-06-01,-37.0,Assessment of order-book levels - industry,Spain
2012-09-01,-39.0,Assessment of order-book levels - industry,Spain
2012-12-01,-40.0,Assessment of order-book levels - industry,Spain
2013-03-01,-33.1,Assessment of order-book levels - industry,Spain
2013-06-01,-33.1,Assessment of order-book levels - industry,Spain
2013-09-01,-28.1,Assessment of order-book levels - industry,Spain
2013-12-01,-26.0,Assessment of order-book levels - industry,Spain
2014-03-01,-23.3,Assessment of order-book levels - industry,Spain
2014-06-01,-20.3,Assessment of order-book levels - industry,Spain
2014-09-01,-13.2,Assessment of order-book levels - industry,Spain
2014-12-01,-17.1,Assessment of order-book levels - industry,Spain
2015-03-01,-7.2,Assessment of order-book levels - industry,Spain
2015-06-01,2.0,Assessment of order-book levels - industry,Spain
2015-09-01,-3.9,Assessment of order-book levels - industry,Spain
2015-12-01,-0.9,Assessment of order-book levels - industry,Spain
2016-03-01,-5.8,Assessment of order-book levels - industry,Spain
2016-06-01,-5.2,Assessment of order-book levels - industry,Spain
2016-09-01,-7.1,Assessment of order-book levels - industry,Spain
2016-12-01,-2.5,Assessment of order-book levels - industry,Spain
2017-03-01,-1.6,Assessment of order-book levels - industry,Spain
2017-06-01,5.9,Assessment of order-book levels - industry,Spain
2017-09-01,3.8,Assessment of order-book levels - industry,Spain
2017-12-01,2.9,Assessment of order-book levels - industry,Spain
2018-03-01,4.5,Assessment of order-book levels - industry,Spain
2018-06-01,-0.2,Assessment of order-book levels - industry,Spain
2018-09-01,-1.7,Assessment of order-book levels - industry,Spain
2018-12-01,-2.3,Assessment of order-book levels - industry,Spain
2019-03-01,-6.3,Assessment of order-book levels - industry,Spain
2019-06-01,-1.9,Assessment of order-book levels - industry,Spain
2019-09-01,-6.1,Assessment of order-book levels - industry,Spain
2019-12-01,-4.5,Assessment of order-book levels - industry,Spain
2020-03-01,-8.4,Assessment of order-book levels - industry,Spain
2020-06-01,-56.0,Assessment of order-book levels - industry,Spain
2020-09-01,-31.9,Assessment of order-book levels - industry,Spain
2010-06-01,-16.2,Assessment of order-book levels - industry,Finland
2010-09-01,-10.3,Assessment of order-book levels - industry,Finland
2010-12-01,-9.0,Assessment of order-book levels - industry,Finland
2011-03-01,-1.8,Assessment of order-book levels - industry,Finland
2011-06-01,-6.3,Assessment of order-book levels - industry,Finland
2011-09-01,-25.1,Assessment of order-book levels - industry,Finland
2011-12-01,-19.9,Assessment of order-book levels - industry,Finland
2012-03-01,-17.1,Assessment of order-book levels - industry,Finland
2012-06-01,-19.4,Assessment of order-book levels - industry,Finland
2012-09-01,-19.9,Assessment of order-book levels - industry,Finland
2012-12-01,-31.8,Assessment of order-book levels - industry,Finland
2013-03-01,-35.3,Assessment of order-book levels - industry,Finland
2013-06-01,-25.4,Assessment of order-book levels - industry,Finland
2013-09-01,-33.8,Assessment of order-book levels - industry,Finland
2013-12-01,-27.7,Assessment of order-book levels - industry,Finland
2014-03-01,-26.6,Assessment of order-book levels - industry,Finland
2014-06-01,-29.3,Assessment of order-book levels - industry,Finland
2014-09-01,-31.7,Assessment of order-book levels - industry,Finland
2014-12-01,-25.7,Assessment of order-book levels - industry,Finland
2015-03-01,-19.9,Assessment of order-book levels - industry,Finland
2015-06-01,-22.3,Assessment of order-book levels - industry,Finland
2015-09-01,-21.6,Assessment of order-book levels - industry,Finland
2015-12-01,-29.6,Assessment of order-book levels - industry,Finland
2016-03-01,-19.1,Assessment of order-book levels - industry,Finland
2016-06-01,-26.3,Assessment of order-book levels - industry,Finland
2016-09-01,-16.5,Assessment of order-book levels - industry,Finland
2016-12-01,-9.6,Assessment of order-book levels - industry,Finland
2017-03-01,-2.3,Assessment of order-book levels - industry,Finland
2017-06-01,4.7,Assessment of order-book levels - industry,Finland
2017-09-01,8.6,Assessment of order-book levels - industry,Finland
2017-12-01,15.4,Assessment of order-book levels - industry,Finland
2018-03-01,17.5,Assessment of order-book levels - industry,Finland
2018-06-01,18.7,Assessment of order-book levels - industry,Finland
2018-09-01,14.7,Assessment of order-book levels - industry,Finland
2018-12-01,6.4,Assessment of order-book levels - industry,Finland
2019-03-01,4.4,Assessment of order-book levels - industry,Finland
2019-06-01,-4.3,Assessment of order-book levels - industry,Finland
2019-09-01,-10.1,Assessment of order-book levels - industry,Finland
2019-12-01,-5.5,Assessment of order-book levels - industry,Finland
2020-03-01,-6.7,Assessment of order-book levels - industry,Finland
2020-06-01,-37.3,Assessment of order-book levels - industry,Finland
2020-09-01,-35.0,Assessment of order-book levels - industry,Finland
2010-06-01,-32.8,Assessment of order-book levels - industry,France
2010-09-01,-20.9,Assessment of order-book levels - industry,France
2010-12-01,-17.3,Assessment of order-book levels - industry,France
2011-03-01,-4.2,Assessment of order-book levels - industry,France
2011-06-01,-6.0,Assessment of order-book levels - industry,France
2011-09-01,-17.8,Assessment of order-book levels - industry,France
2011-12-01,-24.8,Assessment of order-book levels - industry,France
2012-03-01,-21.9,Assessment of order-book levels - industry,France
2012-06-01,-26.0,Assessment of order-book levels - industry,France
2012-09-01,-25.0,Assessment of order-book levels - industry,France
2012-12-01,-30.5,Assessment of order-book levels - industry,France
2013-03-01,-33.4,Assessment of order-book levels - industry,France
2013-06-01,-28.3,Assessment of order-book levels - industry,France
2013-09-01,-25.0,Assessment of order-book levels - industry,France
2013-12-01,-20.4,Assessment of order-book levels - industry,France
2014-03-01,-19.2,Assessment of order-book levels - industry,France
2014-06-01,-26.6,Assessment of order-book levels - industry,France
2014-09-01,-23.8,Assessment of order-book levels - industry,France
2014-12-01,-20.0,Assessment of order-book levels - industry,France
2015-03-01,-19.4,Assessment of order-book levels - industry,France
2015-06-01,-20.3,Assessment of order-book levels - industry,France
2015-09-01,-14.7,Assessment of order-book levels - industry,France
2015-12-01,-10.5,Assessment of order-book levels - industry,France
2016-03-01,-13.3,Assessment of order-book levels - industry,France
2016-06-01,-13.3,Assessment of order-book levels - industry,France
2016-09-01,-13.2,Assessment of order-book levels - industry,France
2016-12-01,-9.5,Assessment of order-book levels - industry,France
2017-03-01,-9.1,Assessment of order-book levels - industry,France
2017-06-01,-2.5,Assessment of order-book levels - industry,France
2017-09-01,-1.5,Assessment of order-book levels - industry,France
2017-12-01,0.0,Assessment of order-book levels - industry,France
2018-03-01,1.1,Assessment of order-book levels - industry,France
2018-06-01,-0.7,Assessment of order-book levels - industry,France
2018-09-01,-5.9,Assessment of order-book levels - industry,France
2018-12-01,-11.8,Assessment of order-book levels - industry,France
2019-03-01,-11.3,Assessment of order-book levels - industry,France
2019-06-01,-11.8,Assessment of order-book levels - industry,France
2019-09-01,-11.7,Assessment of order-book levels - industry,France
2019-12-01,-17.1,Assessment of order-book levels - industry,France
2020-03-01,-15.8,Assessment of order-book levels - industry,France
2020-06-01,-53.7,Assessment of order-book levels - industry,France
2020-09-01,-34.4,Assessment of order-book levels - industry,France
2010-06-01,-43.7,Assessment of order-book levels - industry,Croatia
2010-09-01,-37.3,Assessment of order-book levels - industry,Croatia
2010-12-01,-42.5,Assessment of order-book levels - industry,Croatia
2011-03-01,-37.4,Assessment of order-book levels - industry,Croatia
2011-06-01,-37.3,Assessment of order-book levels - industry,Croatia
2011-09-01,-34.0,Assessment of order-book levels - industry,Croatia
2011-12-01,-44.8,Assessment of order-book levels - industry,Croatia
2012-03-01,-42.6,Assessment of order-book levels - industry,Croatia
2012-06-01,-44.7,Assessment of order-book levels - industry,Croatia
2012-09-01,-49.5,Assessment of order-book levels - industry,Croatia
2012-12-01,-50.5,Assessment of order-book levels - industry,Croatia
2013-03-01,-46.1,Assessment of order-book levels - industry,Croatia
2013-06-01,-37.1,Assessment of order-book levels - industry,Croatia
2013-09-01,-38.8,Assessment of order-book levels - industry,Croatia
2013-12-01,-38.5,Assessment of order-book levels - industry,Croatia
2014-03-01,-30.2,Assessment of order-book levels - industry,Croatia
2014-06-01,-30.1,Assessment of order-book levels - industry,Croatia
2014-09-01,-28.4,Assessment of order-book levels - industry,Croatia
2014-12-01,-23.0,Assessment of order-book levels - industry,Croatia
2015-03-01,-30.7,Assessment of order-book levels - industry,Croatia
2015-06-01,-25.3,Assessment of order-book levels - industry,Croatia
2015-09-01,-27.9,Assessment of order-book levels - industry,Croatia
2015-12-01,-20.8,Assessment of order-book levels - industry,Croatia
2016-03-01,-26.7,Assessment of order-book levels - industry,Croatia
2016-06-01,-14.0,Assessment of order-book levels - industry,Croatia
2016-09-01,-22.8,Assessment of order-book levels - industry,Croatia
2016-12-01,-14.8,Assessment of order-book levels - industry,Croatia
2017-03-01,-9.4,Assessment of order-book levels - industry,Croatia
2017-06-01,-15.9,Assessment of order-book levels - industry,Croatia
2017-09-01,-16.7,Assessment of order-book levels - industry,Croatia
2017-12-01,-13.3,Assessment of order-book levels - industry,Croatia
2018-03-01,-8.5,Assessment of order-book levels - industry,Croatia
2018-06-01,-7.9,Assessment of order-book levels - industry,Croatia
2018-09-01,-9.9,Assessment of order-book levels - industry,Croatia
2018-12-01,-11.7,Assessment of order-book levels - industry,Croatia
2019-03-01,-5.2,Assessment of order-book levels - industry,Croatia
2019-06-01,-13.6,Assessment of order-book levels - industry,Croatia
2019-09-01,-18.1,Assessment of order-book levels - industry,Croatia
2019-12-01,-10.0,Assessment of order-book levels - industry,Croatia
2020-03-01,-13.3,Assessment of order-book levels - industry,Croatia
2020-06-01,-47.9,Assessment of order-book levels - industry,Croatia
2020-09-01,-32.7,Assessment of order-book levels - industry,Croatia
2010-06-01,-29.0,Assessment of order-book levels - industry,Hungary
2010-09-01,-13.1,Assessment of order-book levels - industry,Hungary
2010-12-01,-8.4,Assessment of order-book levels - industry,Hungary
2011-03-01,-11.6,Assessment of order-book levels - industry,Hungary
2011-06-01,-11.7,Assessment of order-book levels - industry,Hungary
2011-09-01,-10.6,Assessment of order-book levels - industry,Hungary
2011-12-01,-19.5,Assessment of order-book levels - industry,Hungary
2012-03-01,-13.8,Assessment of order-book levels - industry,Hungary
2012-06-01,-25.7,Assessment of order-book levels - industry,Hungary
2012-09-01,-22.8,Assessment of order-book levels - industry,Hungary
2012-12-01,-29.6,Assessment of order-book levels - industry,Hungary
2013-03-01,-24.9,Assessment of order-book levels - industry,Hungary
2013-06-01,-12.9,Assessment of order-book levels - industry,Hungary
2013-09-01,-9.3,Assessment of order-book levels - industry,Hungary
2013-12-01,-2.7,Assessment of order-book levels - industry,Hungary
2014-03-01,0.7,Assessment of order-book levels - industry,Hungary
2014-06-01,-2.3,Assessment of order-book levels - industry,Hungary
2014-09-01,-0.9,Assessment of order-book levels - industry,Hungary
2014-12-01,-5.5,Assessment of order-book levels - industry,Hungary
2015-03-01,7.0,Assessment of order-book levels - industry,Hungary
2015-06-01,8.3,Assessment of order-book levels - industry,Hungary
2015-09-01,3.9,Assessment of order-book levels - industry,Hungary
2015-12-01,0.3,Assessment of order-book levels - industry,Hungary
2016-03-01,2.2,Assessment of order-book levels - industry,Hungary
2016-06-01,1.9,Assessment of order-book levels - industry,Hungary
2016-09-01,1.2,Assessment of order-book levels - industry,Hungary
2016-12-01,2.4,Assessment of order-book levels - industry,Hungary
2017-03-01,-0.2,Assessment of order-book levels - industry,Hungary
2017-06-01,9.5,Assessment of order-book levels - industry,Hungary
2017-09-01,10.8,Assessment of order-book levels - industry,Hungary
2017-12-01,10.1,Assessment of order-book levels - industry,Hungary
2018-03-01,16.1,Assessment of order-book levels - industry,Hungary
2018-06-01,19.2,Assessment of order-book levels - industry,Hungary
2018-09-01,6.9,Assessment of order-book levels - industry,Hungary
2018-12-01,22.7,Assessment of order-book levels - industry,Hungary
2019-03-01,3.7,Assessment of order-book levels - industry,Hungary
2019-06-01,1.6,Assessment of order-book levels - industry,Hungary
2019-09-01,-0.7,Assessment of order-book levels - industry,Hungary
2019-12-01,-10.3,Assessment of order-book levels - industry,Hungary
2020-03-01,-4.4,Assessment of order-book levels - industry,Hungary
2020-06-01,-47.7,Assessment of order-book levels - industry,Hungary
2020-09-01,-30.6,Assessment of order-book levels - industry,Hungary
2010-06-01,-6.8,Assessment of order-book levels - industry,Ireland
2010-09-01,-10.5,Assessment of order-book levels - industry,Ireland
2010-12-01,-4.9,Assessment of order-book levels - industry,Ireland
2011-03-01,9.9,Assessment of order-book levels - industry,Ireland
2011-06-01,-8.1,Assessment of order-book levels - industry,Ireland
2011-09-01,-6.2,Assessment of order-book levels - industry,Ireland
2011-12-01,1.7,Assessment of order-book levels - industry,Ireland
2012-03-01,-8.9,Assessment of order-book levels - industry,Ireland
2012-06-01,1.6,Assessment of order-book levels - industry,Ireland
2012-09-01,5.8,Assessment of order-book levels - industry,Ireland
2012-12-01,-5.3,Assessment of order-book levels - industry,Ireland
2013-03-01,4.8,Assessment of order-book levels - industry,Ireland
2013-06-01,-1.4,Assessment of order-book levels - industry,Ireland
2013-09-01,5.1,Assessment of order-book levels - industry,Ireland
2013-12-01,1.6,Assessment of order-book levels - industry,Ireland
2014-03-01,14.0,Assessment of order-book levels - industry,Ireland
2014-06-01,-1.7,Assessment of order-book levels - industry,Ireland
2014-09-01,11.8,Assessment of order-book levels - industry,Ireland
2014-12-01,8.8,Assessment of order-book levels - industry,Ireland
2015-03-01,16.7,Assessment of order-book levels - industry,Ireland
2015-06-01,15.5,Assessment of order-book levels - industry,Ireland
2015-09-01,14.6,Assessment of order-book levels - industry,Ireland
2015-12-01,5.2,Assessment of order-book levels - industry,Ireland
2016-03-01,16.9,Assessment of order-book levels - industry,Ireland
2016-06-01,2.7,Assessment of order-book levels - industry,Ireland
2016-09-01,14.4,Assessment of order-book levels - industry,Ireland
2016-12-01,16.0,Assessment of order-book levels - industry,Ireland
2017-03-01,-1.7,Assessment of order-book levels - industry,Ireland
2017-06-01,-1.4,Assessment of order-book levels - industry,Ireland
2017-09-01,2.1,Assessment of order-book levels - industry,Ireland
2017-12-01,14.6,Assessment of order-book levels - industry,Ireland
2018-03-01,-2.3,Assessment of order-book levels - industry,Ireland
2018-06-01,19.6,Assessment of order-book levels - industry,Ireland
2018-09-01,22.6,Assessment of order-book levels - industry,Ireland
2018-12-01,15.7,Assessment of order-book levels - industry,Ireland
2019-03-01,-7.7,Assessment of order-book levels - industry,Ireland
2019-06-01,12.9,Assessment of order-book levels - industry,Ireland
2019-09-01,-13.4,Assessment of order-book levels - industry,Ireland
2019-12-01,-11.4,Assessment of order-book levels - industry,Ireland
2020-03-01,1.0,Assessment of order-book levels - industry,Ireland
2020-06-01,-43.3,Assessment of order-book levels - industry,Ireland
2020-09-01,-18.0,Assessment of order-book levels - industry,Ireland
2010-06-01,-29.6,Assessment of order-book levels - industry,Italy
2010-09-01,-21.4,Assessment of order-book levels - industry,Italy
2010-12-01,-14.8,Assessment of order-book levels - industry,Italy
2011-03-01,-13.6,Assessment of order-book levels - industry,Italy
2011-06-01,-16.7,Assessment of order-book levels - industry,Italy
2011-09-01,-25.3,Assessment of order-book levels - industry,Italy
2011-12-01,-29.7,Assessment of order-book levels - industry,Italy
2012-03-01,-35.3,Assessment of order-book levels - industry,Italy
2012-06-01,-37.4,Assessment of order-book levels - industry,Italy
2012-09-01,-38.1,Assessment of order-book levels - industry,Italy
2012-12-01,-39.3,Assessment of order-book levels - industry,Italy
2013-03-01,-42.0,Assessment of order-book levels - industry,Italy
2013-06-01,-34.8,Assessment of order-book levels - industry,Italy
2013-09-01,-24.7,Assessment of order-book levels - industry,Italy
2013-12-01,-20.5,Assessment of order-book levels - industry,Italy
2014-03-01,-19.6,Assessment of order-book levels - industry,Italy
2014-06-01,-18.1,Assessment of order-book levels - industry,Italy
2014-09-01,-19.9,Assessment of order-book levels - industry,Italy
2014-12-01,-20.0,Assessment of order-book levels - industry,Italy
2015-03-01,-12.7,Assessment of order-book levels - industry,Italy
2015-06-01,-12.7,Assessment of order-book levels - industry,Italy
2015-09-01,-10.9,Assessment of order-book levels - industry,Italy
2015-12-01,-11.7,Assessment of order-book levels - industry,Italy
2016-03-01,-15.5,Assessment of order-book levels - industry,Italy
2016-06-01,-13.1,Assessment of order-book levels - industry,Italy
2016-09-01,-13.5,Assessment of order-book levels - industry,Italy
2016-12-01,-12.0,Assessment of order-book levels - industry,Italy
2017-03-01,-5.5,Assessment of order-book levels - industry,Italy
2017-06-01,-4.8,Assessment of order-book levels - industry,Italy
2017-09-01,-0.1,Assessment of order-book levels - industry,Italy
2017-12-01,1.6,Assessment of order-book levels - industry,Italy
2018-03-01,-2.0,Assessment of order-book levels - industry,Italy
2018-06-01,-3.8,Assessment of order-book levels - industry,Italy
2018-09-01,-6.1,Assessment of order-book levels - industry,Italy
2018-12-01,-9.7,Assessment of order-book levels - industry,Italy
2019-03-01,-11.6,Assessment of order-book levels - industry,Italy
2019-06-01,-13.6,Assessment of order-book levels - industry,Italy
2019-09-01,-16.8,Assessment of order-book levels - industry,Italy
2019-12-01,-16.6,Assessment of order-book levels - industry,Italy
2020-03-01,-23.3,Assessment of order-book levels - industry,Italy
2020-06-01,-57.0,Assessment of order-book levels - industry,Italy
2020-09-01,-33.0,Assessment of order-book levels - industry,Italy
2010-06-01,-54.1,Assessment of order-book levels - industry,Lithuania
2010-09-01,-47.7,Assessment of order-book levels - industry,Lithuania
2010-12-01,-36.5,Assessment of order-book levels - industry,Lithuania
2011-03-01,-36.0,Assessment of order-book levels - industry,Lithuania
2011-06-01,-32.3,Assessment of order-book levels - industry,Lithuania
2011-09-01,-34.5,Assessment of order-book levels - industry,Lithuania
2011-12-01,-35.0,Assessment of order-book levels - industry,Lithuania
2012-03-01,-39.9,Assessment of order-book levels - industry,Lithuania
2012-06-01,-41.4,Assessment of order-book levels - industry,Lithuania
2012-09-01,-38.2,Assessment of order-book levels - industry,Lithuania
2012-12-01,-35.8,Assessment of order-book levels - industry,Lithuania
2013-03-01,-34.5,Assessment of order-book levels - industry,Lithuania
2013-06-01,-30.6,Assessment of order-book levels - industry,Lithuania
2013-09-01,-32.3,Assessment of order-book levels - industry,Lithuania
2013-12-01,-34.7,Assessment of order-book levels - industry,Lithuania
2014-03-01,-30.9,Assessment of order-book levels - industry,Lithuania
2014-06-01,-34.1,Assessment of order-book levels - industry,Lithuania
2014-09-01,-34.4,Assessment of order-book levels - industry,Lithuania
2014-12-01,-35.9,Assessment of order-book levels - industry,Lithuania
2015-03-01,-34.8,Assessment of order-book levels - industry,Lithuania
2015-06-01,-36.0,Assessment of order-book levels - industry,Lithuania
2015-09-01,-39.1,Assessment of order-book levels - industry,Lithuania
2015-12-01,-36.9,Assessment of order-book levels - industry,Lithuania
2016-03-01,-38.8,Assessment of order-book levels - industry,Lithuania
2016-06-01,-39.8,Assessment of order-book levels - industry,Lithuania
2016-09-01,-34.3,Assessment of order-book levels - industry,Lithuania
2016-12-01,-29.9,Assessment of order-book levels - industry,Lithuania
2017-03-01,-29.6,Assessment of order-book levels - industry,Lithuania
2017-06-01,-28.2,Assessment of order-book levels - industry,Lithuania
2017-09-01,-26.7,Assessment of order-book levels - industry,Lithuania
2017-12-01,-27.7,Assessment of order-book levels - industry,Lithuania
2018-03-01,-23.7,Assessment of order-book levels - industry,Lithuania
2018-06-01,-22.5,Assessment of order-book levels - industry,Lithuania
2018-09-01,-23.6,Assessment of order-book levels - industry,Lithuania
2018-12-01,-20.8,Assessment of order-book levels - industry,Lithuania
2019-03-01,-24.0,Assessment of order-book levels - industry,Lithuania
2019-06-01,-23.5,Assessment of order-book levels - industry,Lithuania
2019-09-01,-24.2,Assessment of order-book levels - industry,Lithuania
2019-12-01,-28.1,Assessment of order-book levels - industry,Lithuania
2020-03-01,-28.5,Assessment of order-book levels - industry,Lithuania
2020-06-01,-37.0,Assessment of order-book levels - industry,Lithuania
2020-09-01,-32.4,Assessment of order-book levels - industry,Lithuania
2010-06-01,-54.6,Assessment of order-book levels - industry,Luxembourg
2010-09-01,-57.5,Assessment of order-book levels - industry,Luxembourg
2010-12-01,-16.9,Assessment of order-book levels - industry,Luxembourg
2011-03-01,-13.4,Assessment of order-book levels - industry,Luxembourg
2011-06-01,-38.7,Assessment of order-book levels - industry,Luxembourg
2011-09-01,-18.1,Assessment of order-book levels - industry,Luxembourg
2011-12-01,-39.5,Assessment of order-book levels - industry,Luxembourg
2012-03-01,-36.8,Assessment of order-book levels - industry,Luxembourg
2012-06-01,-33.8,Assessment of order-book levels - industry,Luxembourg
2012-09-01,-56.6,Assessment of order-book levels - industry,Luxembourg
2012-12-01,-63.1,Assessment of order-book levels - industry,Luxembourg
2013-03-01,-67.8,Assessment of order-book levels - industry,Luxembourg
2013-06-01,-59.9,Assessment of order-book levels - industry,Luxembourg
2013-09-01,-53.4,Assessment of order-book levels - industry,Luxembourg
2013-12-01,-54.4,Assessment of order-book levels - industry,Luxembourg
2014-03-01,-59.7,Assessment of order-book levels - industry,Luxembourg
2014-06-01,-53.9,Assessment of order-book levels - industry,Luxembourg
2014-09-01,-54.5,Assessment of order-book levels - industry,Luxembourg
2014-12-01,-56.2,Assessment of order-book levels - industry,Luxembourg
2015-03-01,-52.1,Assessment of order-book levels - industry,Luxembourg
2015-06-01,-48.4,Assessment of order-book levels - industry,Luxembourg
2015-09-01,-48.2,Assessment of order-book levels - industry,Luxembourg
2015-12-01,-41.6,Assessment of order-book levels - industry,Luxembourg
2016-03-01,-30.7,Assessment of order-book levels - industry,Luxembourg
2016-06-01,-15.1,Assessment of order-book levels - industry,Luxembourg
2016-09-01,-43.7,Assessment of order-book levels - industry,Luxembourg
2016-12-01,-25.5,Assessment of order-book levels - industry,Luxembourg
2017-03-01,-28.6,Assessment of order-book levels - industry,Luxembourg
2017-06-01,-19.5,Assessment of order-book levels - industry,Luxembourg
2017-09-01,-9.5,Assessment of order-book levels - industry,Luxembourg
2017-12-01,-22.4,Assessment of order-book levels - industry,Luxembourg
2018-03-01,-18.4,Assessment of order-book levels - industry,Luxembourg
2018-06-01,-24.4,Assessment of order-book levels - industry,Luxembourg
2018-09-01,-23.6,Assessment of order-book levels - industry,Luxembourg
2018-12-01,-15.5,Assessment of order-book levels - industry,Luxembourg
2019-03-01,-26.9,Assessment of order-book levels - industry,Luxembourg
2019-06-01,-35.4,Assessment of order-book levels - industry,Luxembourg
2019-09-01,-47.3,Assessment of order-book levels - industry,Luxembourg
2019-12-01,-29.8,Assessment of order-book levels - industry,Luxembourg
2020-03-01,-53.0,Assessment of order-book levels - industry,Luxembourg
2020-06-01,-53.7,Assessment of order-book levels - industry,Luxembourg
2020-09-01,-59.0,Assessment of order-book levels - industry,Luxembourg
2010-06-01,-30.7,Assessment of order-book levels - industry,Latvia
2010-09-01,-30.7,Assessment of order-book levels - industry,Latvia
2010-12-01,-28.4,Assessment of order-book levels - industry,Latvia
2011-03-01,-31.7,Assessment of order-book levels - industry,Latvia
2011-06-01,-27.9,Assessment of order-book levels - industry,Latvia
2011-09-01,-26.5,Assessment of order-book levels - industry,Latvia
2011-12-01,-28.4,Assessment of order-book levels - industry,Latvia
2012-03-01,-26.9,Assessment of order-book levels - industry,Latvia
2012-06-01,-20.7,Assessment of order-book levels - industry,Latvia
2012-09-01,-23.2,Assessment of order-book levels - industry,Latvia
2012-12-01,-21.5,Assessment of order-book levels - industry,Latvia
2013-03-01,-24.3,Assessment of order-book levels - industry,Latvia
2013-06-01,-20.2,Assessment of order-book levels - industry,Latvia
2013-09-01,-20.1,Assessment of order-book levels - industry,Latvia
2013-12-01,-18.8,Assessment of order-book levels - industry,Latvia
2014-03-01,-27.1,Assessment of order-book levels - industry,Latvia
2014-06-01,-22.5,Assessment of order-book levels - industry,Latvia
2014-09-01,-21.1,Assessment of order-book levels - industry,Latvia
2014-12-01,-27.5,Assessment of order-book levels - industry,Latvia
2015-03-01,-31.3,Assessment of order-book levels - industry,Latvia
2015-06-01,-26.5,Assessment of order-book levels - industry,Latvia
2015-09-01,-26.4,Assessment of order-book levels - industry,Latvia
2015-12-01,-28.4,Assessment of order-book levels - industry,Latvia
2016-03-01,-27.3,Assessment of order-book levels - industry,Latvia
2016-06-01,-21.2,Assessment of order-book levels - industry,Latvia
2016-09-01,-22.0,Assessment of order-book levels - industry,Latvia
2016-12-01,-20.1,Assessment of order-book levels - industry,Latvia
2017-03-01,-23.0,Assessment of order-book levels - industry,Latvia
2017-06-01,-14.5,Assessment of order-book levels - industry,Latvia
2017-09-01,-12.6,Assessment of order-book levels - industry,Latvia
2017-12-01,-13.7,Assessment of order-book levels - industry,Latvia
2018-03-01,-12.2,Assessment of order-book levels - industry,Latvia
2018-06-01,-10.8,Assessment of order-book levels - industry,Latvia
2018-09-01,-11.7,Assessment of order-book levels - industry,Latvia
2018-12-01,-10.8,Assessment of order-book levels - industry,Latvia
2019-03-01,-13.9,Assessment of order-book levels - industry,Latvia
2019-06-01,-10.2,Assessment of order-book levels - industry,Latvia
2019-09-01,-15.0,Assessment of order-book levels - industry,Latvia
2019-12-01,-15.6,Assessment of order-book levels - industry,Latvia
2020-03-01,-15.3,Assessment of order-book levels - industry,Latvia
2020-06-01,-32.8,Assessment of order-book levels - industry,Latvia
2020-09-01,-16.3,Assessment of order-book levels - industry,Latvia
2010-06-01,-19.5,Assessment of order-book levels - industry,Netherlands
2010-09-01,-15.5,Assessment of order-book levels - industry,Netherlands
