TIME_PERIOD,OBS_VALUE,indic,geo
2015-09-01,-19.1,Construction confidence indicator,Croatia
2015-12-01,-13.4,Construction confidence indicator,Croatia
2016-03-01,-13.5,Construction confidence indicator,Croatia
2016-06-01,-13.1,Construction confidence indicator,Croatia
2016-09-01,-8.0,Construction confidence indicator,Croatia
2016-12-01,-2.4,Construction confidence indicator,Croatia
2017-03-01,0.2,Construction confidence indicator,Croatia
2017-06-01,-3.1,Construction confidence indicator,Croatia
2017-09-01,2.4,Construction confidence indicator,Croatia
2017-12-01,5.9,Construction confidence indicator,Croatia
2018-03-01,6.6,Construction confidence indicator,Croatia
2018-06-01,13.3,Construction confidence indicator,Croatia
2018-09-01,14.6,Construction confidence indicator,Croatia
2018-12-01,15.8,Construction confidence indicator,Croatia
2019-03-01,21.1,Construction confidence indicator,Croatia
2019-06-01,14.4,Construction confidence indicator,Croatia
2019-09-01,15.5,Construction confidence indicator,Croatia
2019-12-01,16.4,Construction confidence indicator,Croatia
2020-03-01,4.8,Construction confidence indicator,Croatia
2020-06-01,-13.2,Construction confidence indicator,Croatia
2020-09-01,-6.7,Construction confidence indicator,Croatia
2010-06-01,-36.6,Construction confidence indicator,Hungary
2010-09-01,-33.8,Construction confidence indicator,Hungary
2010-12-01,-36.7,Construction confidence indicator,Hungary
2011-03-01,-35.6,Construction confidence indicator,Hungary
2011-06-01,-41.8,Construction confidence indicator,Hungary
2011-09-01,-48.0,Construction confidence indicator,Hungary
2011-12-01,-43.7,Construction confidence indicator,Hungary
2012-03-01,-42.2,Construction confidence indicator,Hungary
2012-06-01,-46.0,Construction confidence indicator,Hungary
2012-09-01,-46.7,Construction confidence indicator,Hungary
2012-12-01,-45.5,Construction confidence indicator,Hungary
2013-03-01,-35.6,Construction confidence indicator,Hungary
2013-06-01,-27.7,Construction confidence indicator,Hungary
2013-09-01,-21.3,Construction confidence indicator,Hungary
2013-12-01,-15.0,Construction confidence indicator,Hungary
2014-03-01,-13.1,Construction confidence indicator,Hungary
2014-06-01,-6.7,Construction confidence indicator,Hungary
2014-09-01,-7.7,Construction confidence indicator,Hungary
2014-12-01,-9.7,Construction confidence indicator,Hungary
2015-03-01,-15.9,Construction confidence indicator,Hungary
2015-06-01,-8.5,Construction confidence indicator,Hungary
2015-09-01,-7.0,Construction confidence indicator,Hungary
2015-12-01,-12.7,Construction confidence indicator,Hungary
2016-03-01,-10.8,Construction confidence indicator,Hungary
2016-06-01,-15.1,Construction confidence indicator,Hungary
2016-09-01,-11.9,Construction confidence indicator,Hungary
2016-12-01,-8.8,Construction confidence indicator,Hungary
2017-03-01,10.5,Construction confidence indicator,Hungary
2017-06-01,9.3,Construction confidence indicator,Hungary
2017-09-01,13.9,Construction confidence indicator,Hungary
2017-12-01,22.5,Construction confidence indicator,Hungary
2018-03-01,20.0,Construction confidence indicator,Hungary
2018-06-01,28.4,Construction confidence indicator,Hungary
2018-09-01,25.0,Construction confidence indicator,Hungary
2018-12-01,28.7,Construction confidence indicator,Hungary
2019-03-01,27.6,Construction confidence indicator,Hungary
2019-06-01,21.2,Construction confidence indicator,Hungary
2019-09-01,18.4,Construction confidence indicator,Hungary
2019-12-01,6.0,Construction confidence indicator,Hungary
2020-03-01,-0.5,Construction confidence indicator,Hungary
2020-06-01,-13.3,Construction confidence indicator,Hungary
2020-09-01,-12.6,Construction confidence indicator,Hungary
2010-06-01,-30.0,Construction confidence indicator,Ireland
2010-09-01,-32.0,Construction confidence indicator,Ireland
2010-12-01,-30.9,Construction confidence indicator,Ireland
2011-03-01,-27.8,Construction confidence indicator,Ireland
2011-06-01,-22.3,Construction confidence indicator,Ireland
2011-09-01,-25.4,Construction confidence indicator,Ireland
2011-12-01,-15.4,Construction confidence indicator,Ireland
2012-03-01,-29.1,Construction confidence indicator,Ireland
2012-06-01,-8.0,Construction confidence indicator,Ireland
2012-09-01,-18.5,Construction confidence indicator,Ireland
2012-12-01,-14.1,Construction confidence indicator,Ireland
2013-03-01,-3.7,Construction confidence indicator,Ireland
2013-06-01,4.4,Construction confidence indicator,Ireland
2013-09-01,13.5,Construction confidence indicator,Ireland
2013-12-01,14.0,Construction confidence indicator,Ireland
2014-03-01,20.2,Construction confidence indicator,Ireland
2014-06-01,18.6,Construction confidence indicator,Ireland
2014-09-01,19.6,Construction confidence indicator,Ireland
2014-12-01,22.3,Construction confidence indicator,Ireland
2015-03-01,7.0,Construction confidence indicator,Ireland
2015-06-01,27.7,Construction confidence indicator,Ireland
2015-09-01,15.8,Construction confidence indicator,Ireland
2015-12-01,18.7,Construction confidence indicator,Ireland
2016-03-01,24.5,Construction confidence indicator,Ireland
2016-06-01,25.4,Construction confidence indicator,Ireland
2016-09-01,35.7,Construction confidence indicator,Ireland
2016-12-01,27.5,Construction confidence indicator,Ireland
2017-03-01,24.1,Construction confidence indicator,Ireland
2017-06-01,10.8,Construction confidence indicator,Ireland
2017-09-01,21.9,Construction confidence indicator,Ireland
2017-12-01,20.8,Construction confidence indicator,Ireland
2018-03-01,26.2,Construction confidence indicator,Ireland
2018-06-01,22.3,Construction confidence indicator,Ireland
2018-09-01,40.2,Construction confidence indicator,Ireland
2018-12-01,41.8,Construction confidence indicator,Ireland
2019-03-01,19.8,Construction confidence indicator,Ireland
2019-06-01,19.0,Construction confidence indicator,Ireland
2019-09-01,7.0,Construction confidence indicator,Ireland
2019-12-01,19.1,Construction confidence indicator,Ireland
2020-03-01,10.3,Construction confidence indicator,Ireland
2020-06-01,-27.4,Construction confidence indicator,Ireland
2020-09-01,-0.4,Construction confidence indicator,Ireland
2010-06-01,-35.6,Construction confidence indicator,Italy
2010-09-01,-32.2,Construction confidence indicator,Italy
2010-12-01,-28.6,Construction confidence indicator,Italy
2011-03-01,-28.4,Construction confidence indicator,Italy
2011-06-01,-31.2,Construction confidence indicator,Italy
2011-09-01,-31.0,Construction confidence indicator,Italy
2011-12-01,-31.4,Construction confidence indicator,Italy
2012-03-01,-30.9,Construction confidence indicator,Italy
2012-06-01,-28.0,Construction confidence indicator,Italy
2012-09-01,-26.8,Construction confidence indicator,Italy
2012-12-01,-31.1,Construction confidence indicator,Italy
2013-03-01,-34.5,Construction confidence indicator,Italy
2013-06-01,-37.8,Construction confidence indicator,Italy
2013-09-01,-27.6,Construction confidence indicator,Italy
2013-12-01,-29.7,Construction confidence indicator,Italy
2014-03-01,-37.6,Construction confidence indicator,Italy
2014-06-01,-30.5,Construction confidence indicator,Italy
2014-09-01,-31.6,Construction confidence indicator,Italy
2014-12-01,-32.5,Construction confidence indicator,Italy
2015-03-01,-23.8,Construction confidence indicator,Italy
2015-06-01,-21.2,Construction confidence indicator,Italy
2015-09-01,-18.6,Construction confidence indicator,Italy
2015-12-01,-22.2,Construction confidence indicator,Italy
2016-03-01,-22.3,Construction confidence indicator,Italy
2016-06-01,-20.0,Construction confidence indicator,Italy
2016-09-01,-17.2,Construction confidence indicator,Italy
2016-12-01,-18.6,Construction confidence indicator,Italy
2017-03-01,-19.1,Construction confidence indicator,Italy
2017-06-01,-14.5,Construction confidence indicator,Italy
2017-09-01,-12.7,Construction confidence indicator,Italy
2017-12-01,-14.1,Construction confidence indicator,Italy
2018-03-01,-12.9,Construction confidence indicator,Italy
2018-06-01,-12.5,Construction confidence indicator,Italy
2018-09-01,-9.6,Construction confidence indicator,Italy
2018-12-01,-12.0,Construction confidence indicator,Italy
2019-03-01,-7.9,Construction confidence indicator,Italy
2019-06-01,-7.2,Construction confidence indicator,Italy
2019-09-01,-5.4,Construction confidence indicator,Italy
2019-12-01,-5.5,Construction confidence indicator,Italy
2020-03-01,-8.7,Construction confidence indicator,Italy
2020-06-01,-18.4,Construction confidence indicator,Italy
2020-09-01,-8.5,Construction confidence indicator,Italy
2010-06-01,-34.9,Construction confidence indicator,Lithuania
2010-09-01,-31.1,Construction confidence indicator,Lithuania
2010-12-01,-41.1,Construction confidence indicator,Lithuania
2011-03-01,-26.2,Construction confidence indicator,Lithuania
2011-06-01,-21.3,Construction confidence indicator,Lithuania
2011-09-01,-31.2,Construction confidence indicator,Lithuania
2011-12-01,-32.4,Construction confidence indicator,Lithuania
2012-03-01,-39.4,Construction confidence indicator,Lithuania
2012-06-01,-32.0,Construction confidence indicator,Lithuania
2012-09-01,-27.8,Construction confidence indicator,Lithuania
2012-12-01,-30.1,Construction confidence indicator,Lithuania
2013-03-01,-22.6,Construction confidence indicator,Lithuania
2013-06-01,-23.7,Construction confidence indicator,Lithuania
2013-09-01,-23.3,Construction confidence indicator,Lithuania
2013-12-01,-23.4,Construction confidence indicator,Lithuania
2014-03-01,-15.7,Construction confidence indicator,Lithuania
2014-06-01,-13.3,Construction confidence indicator,Lithuania
2014-09-01,-13.7,Construction confidence indicator,Lithuania
2014-12-01,-15.8,Construction confidence indicator,Lithuania
2015-03-01,-20.6,Construction confidence indicator,Lithuania
2015-06-01,-22.8,Construction confidence indicator,Lithuania
2015-09-01,-26.2,Construction confidence indicator,Lithuania
2015-12-01,-28.5,Construction confidence indicator,Lithuania
2016-03-01,-25.3,Construction confidence indicator,Lithuania
2016-06-01,-26.3,Construction confidence indicator,Lithuania
2016-09-01,-25.1,Construction confidence indicator,Lithuania
2016-12-01,-22.7,Construction confidence indicator,Lithuania
2017-03-01,-22.9,Construction confidence indicator,Lithuania
2017-06-01,-27.3,Construction confidence indicator,Lithuania
2017-09-01,-23.5,Construction confidence indicator,Lithuania
2017-12-01,-15.1,Construction confidence indicator,Lithuania
2018-03-01,-7.3,Construction confidence indicator,Lithuania
2018-06-01,-11.7,Construction confidence indicator,Lithuania
2018-09-01,-13.5,Construction confidence indicator,Lithuania
2018-12-01,-13.4,Construction confidence indicator,Lithuania
2019-03-01,-11.6,Construction confidence indicator,Lithuania
2019-06-01,-9.8,Construction confidence indicator,Lithuania
2019-09-01,-17.7,Construction confidence indicator,Lithuania
2019-12-01,-18.0,Construction confidence indicator,Lithuania
2020-03-01,-16.7,Construction confidence indicator,Lithuania
2020-06-01,-37.1,Construction confidence indicator,Lithuania
2020-09-01,-23.1,Construction confidence indicator,Lithuania
2010-06-01,-25.9,Construction confidence indicator,Luxembourg
2010-09-01,-14.2,Construction confidence indicator,Luxembourg
2010-12-01,-8.5,Construction confidence indicator,Luxembourg
2011-03-01,-6.7,Construction confidence indicator,Luxembourg
2011-06-01,-8.1,Construction confidence indicator,Luxembourg
2011-09-01,-5.2,Construction confidence indicator,Luxembourg
2011-12-01,-8.0,Construction confidence indicator,Luxembourg
2012-03-01,-6.0,Construction confidence indicator,Luxembourg
2012-06-01,-13.2,Construction confidence indicator,Luxembourg
2012-09-01,-26.5,Construction confidence indicator,Luxembourg
2012-12-01,-20.4,Construction confidence indicator,Luxembourg
2013-03-01,-26.6,Construction confidence indicator,Luxembourg
2013-06-01,-14.6,Construction confidence indicator,Luxembourg
2013-09-01,-15.4,Construction confidence indicator,Luxembourg
2013-12-01,-6.1,Construction confidence indicator,Luxembourg
2014-03-01,-3.2,Construction confidence indicator,Luxembourg
2014-06-01,-10.0,Construction confidence indicator,Luxembourg
2014-09-01,0.7,Construction confidence indicator,Luxembourg
2014-12-01,2.6,Construction confidence indicator,Luxembourg
2015-03-01,-3.2,Construction confidence indicator,Luxembourg
2015-06-01,8.0,Construction confidence indicator,Luxembourg
2015-09-01,6.1,Construction confidence indicator,Luxembourg
2015-12-01,3.3,Construction confidence indicator,Luxembourg
2016-03-01,-4.7,Construction confidence indicator,Luxembourg
2016-06-01,-1.5,Construction confidence indicator,Luxembourg
2016-09-01,-5.0,Construction confidence indicator,Luxembourg
2016-12-01,11.0,Construction confidence indicator,Luxembourg
2017-03-01,17.2,Construction confidence indicator,Luxembourg
2017-06-01,13.8,Construction confidence indicator,Luxembourg
2017-09-01,43.9,Construction confidence indicator,Luxembourg
2017-12-01,6.6,Construction confidence indicator,Luxembourg
2018-03-01,16.3,Construction confidence indicator,Luxembourg
2018-06-01,14.7,Construction confidence indicator,Luxembourg
2018-09-01,23.2,Construction confidence indicator,Luxembourg
2018-12-01,16.1,Construction confidence indicator,Luxembourg
2019-03-01,10.3,Construction confidence indicator,Luxembourg
2019-06-01,14.2,Construction confidence indicator,Luxembourg
2019-09-01,10.7,Construction confidence indicator,Luxembourg
2019-12-01,11.8,Construction confidence indicator,Luxembourg
2020-03-01,20.6,Construction confidence indicator,Luxembourg
2020-06-01,1.9,Construction confidence indicator,Luxembourg
2020-09-01,6.5,Construction confidence indicator,Luxembourg
2010-06-01,-53.3,Construction confidence indicator,Latvia
2010-09-01,-46.2,Construction confidence indicator,Latvia
2010-12-01,-40.4,Construction confidence indicator,Latvia
2011-03-01,-31.0,Construction confidence indicator,Latvia
2011-06-01,-26.3,Construction confidence indicator,Latvia
2011-09-01,-23.4,Construction confidence indicator,Latvia
2011-12-01,-18.5,Construction confidence indicator,Latvia
2012-03-01,-14.1,Construction confidence indicator,Latvia
2012-06-01,-12.7,Construction confidence indicator,Latvia
2012-09-01,-12.3,Construction confidence indicator,Latvia
2012-12-01,-16.8,Construction confidence indicator,Latvia
2013-03-01,-21.0,Construction confidence indicator,Latvia
2013-06-01,-13.2,Construction confidence indicator,Latvia
2013-09-01,-16.6,Construction confidence indicator,Latvia
